trade_date,sequence,symbol,side,quantity,price,turnover,brokerage,stt_buy,stt_sell,exchange_transaction_charge,sebi_turnover_charge,gst,stamp_duty,dp_charges,total_cost,allocation_note
2018-01-29,1,AXISBANK,SELL,17,614.24,10442.08,0,0.00,10.44,0.32,0.01,0.06,0.00,15.34,26.17,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-01-29,2,JINDALSTEL,SELL,2,281.86,563.72,0,0.00,0.56,0.02,0.00,0.00,0.00,15.34,15.92,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-01-29,3,INFY,BUY,17,583.57,9920.69,0,10.00,0.00,0.30,0.01,0.06,1.49,0.00,11.86,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-02-05,1,TITAN,SELL,12,809.60,9715.20,0,0.00,10.00,0.30,0.01,0.05,0.00,15.34,25.70,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-02-05,2,JINDALSTEL,BUY,4,239.12,956.48,0,0.95,0.00,0.03,0.00,0.01,0.14,0.00,1.13,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-02-05,3,TECHM,BUY,15,610.20,9153.00,0,9.05,0.00,0.28,0.01,0.05,1.38,0.00,10.77,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-02-12,1,JINDALSTEL,SELL,4,279.36,1117.44,0,0.00,1.00,0.03,0,0.01,0.00,15.34,16.38,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-02-12,2,TECHM,BUY,1,598.30,598.30,0,1.00,0.00,0.02,0,0.00,0.09,0.00,1.11,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-02-19,1,JINDALSTEL,BUY,4,254.38,1017.52,0,0.94,0,0.03,0,0.01,0.15,0,1.13,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-02-19,2,TECHM,BUY,1,589.04,589.04,0,0.54,0,0.02,0,0.00,0.09,0,0.65,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-02-19,3,INFY,BUY,1,564.48,564.48,0,0.52,0,0.02,0,0.00,0.09,0,0.63,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-03-05,1,JINDALSTEL,BUY,2,246.37,492.74,0,0,0,0.02,0,0,0.07,0,0.09,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-03-12,1,JINDALSTEL,BUY,4,224.91,899.64,0,1.00,0,0.03,0,0.01,0.13,0,1.17,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-02,1,JINDALSTEL,BUY,2,221.71,443.42,0,0,0,0.01,0,0,0.07,0,0.08,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-09,1,JINDALSTEL,SELL,48,242.88,11658.24,0,0.00,12.00,0.36,0.01,0.07,0.00,15.34,27.78,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-09,2,KOTAKBANK,BUY,47,224.09,10532.23,0,11.00,0.00,0.32,0.01,0.06,1.58,0.00,12.97,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-16,1,INFY,BUY,1,551.28,551.28,0,1.00,0,0.02,0,0,0.08,0,1.10,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-23,1,INFY,SELL,19,583.71,11090.49,0,0.00,11.29,0.34,0.01,0.07,0.00,15.34,27.05,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-23,2,TECHM,SELL,1,694.20,694.20,0,0.00,0.71,0.02,0.00,0.00,0.00,15.34,16.07,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-23,3,TCS,BUY,6,1712.86,10277.16,0,10.00,0.00,0.32,0.01,0.06,1.54,0.00,11.93,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-30,1,KOTAKBANK,SELL,1,239.67,239.67,0,0,0,0.01,0,0,0,15.34,15.35,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-05-07,1,KOTAKBANK,SELL,1,246.88,246.88,0,0,0,0.01,0,0,0,15.34,15.35,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-05-14,1,KOTAKBANK,BUY,3,253.73,761.19,0,0.80,0,0.03,0,0.00,0.11,0,0.94,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-05-14,2,TCS,BUY,1,1729.36,1729.36,0,1.81,0,0.05,0,0.01,0.26,0,2.13,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-05-14,3,TECHM,BUY,2,661.93,1323.86,0,1.39,0,0.04,0,0.01,0.20,0,1.64,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-05-28,1,KOTAKBANK,BUY,1,260.13,260.13,0,0,0,0.01,0,0,0.04,0,0.05,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-06-04,1,TECHM,SELL,18,697.65,12557.70,0,0.00,12.73,0.39,0.01,0.07,0.00,15.34,28.54,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-06-04,2,KOTAKBANK,SELL,1,266.67,266.67,0,0.00,0.27,0.01,0.00,0.00,0.00,15.34,15.62,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-06-04,3,M&M,BUY,13,908.45,11809.85,0,12.00,0.00,0.36,0.01,0.07,1.77,0.00,14.21,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-06-18,1,KOTAKBANK,BUY,2,268.13,536.26,0,0.37,0,0.01,0,0.00,0.08,0,0.46,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-06-18,2,M&M,BUY,1,915.46,915.46,0,0.63,0,0.03,0,0.01,0.14,0,0.81,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-06-25,1,KOTAKBANK,BUY,1,264.33,264.33,0,0,0,0.01,0,0,0.04,0,0.05,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-07-02,1,M&M,BUY,1,907.45,907.45,0,1.00,0,0.03,0,0.01,0.14,0,1.18,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-07-16,1,KOTAKBANK,SELL,1,281.82,281.82,0,0,0,0.01,0,0,0,15.34,15.35,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-07-23,1,M&M,SELL,15,909.55,13643.25,0,0.00,14.00,0.41,0.02,0.08,0.00,15.34,29.85,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-07-23,2,BAJAJFINSV,BUY,21,663.43,13932.03,0,13.48,0.00,0.43,0.01,0.08,2.09,0.00,16.09,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-07-23,3,KOTAKBANK,BUY,2,266.13,532.26,0,0.52,0.00,0.02,0.00,0.00,0.08,0.00,0.62,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-07-30,1,KOTAKBANK,SELL,52,261.45,13595.40,0,0.00,14.00,0.42,0.02,0.08,0.00,15.34,29.86,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-07-30,2,ASIANPAINT,BUY,8,1434.97,11479.76,0,11.00,0.00,0.35,0.01,0.06,1.72,0.00,13.14,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-06,1,ASIANPAINT,BUY,2,1420.71,2841.42,0,3.00,0,0.09,0,0.02,0.43,0,3.54,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-13,1,ASIANPAINT,SELL,10,1413.29,14132.90,0,0.00,14.08,0.44,0.01,0.08,0.00,15.34,29.95,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-13,2,TCS,SELL,7,1996.80,13977.60,0,0.00,13.92,0.43,0.01,0.08,0.00,15.34,29.78,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-13,3,SBIN,BUY,53,296.15,15695.95,0,15.70,0.00,0.48,0.02,0.09,2.35,0.00,18.64,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-13,4,BAJAJFINSV,BUY,1,703.28,703.28,0,0.70,0.00,0.02,0.00,0.00,0.11,0.00,0.83,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-13,5,SUNPHARMA,BUY,28,557.18,15601.04,0,15.60,0.00,0.48,0.02,0.09,2.34,0.00,18.53,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-20,1,SBIN,SELL,53,303.95,16109.35,0,0.00,15.78,0.49,0.02,0.09,0.00,15.34,31.72,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-20,2,SUNPHARMA,SELL,2,624.69,1249.38,0,0.00,1.22,0.04,0.00,0.01,0.00,15.34,16.61,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-20,3,AXISBANK,BUY,25,630.32,15758.00,0,16.00,0.00,0.49,0.01,0.09,2.36,0.00,18.95,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-09-03,1,BAJAJFINSV,SELL,22,676.66,14886.52,0,0.00,15.00,0.46,0.01,0.09,0.00,15.34,30.90,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-09-03,2,ICICIBANK,BUY,48,343.77,16500.96,0,17.00,0.00,0.50,0.02,0.09,2.48,0.00,20.09,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-09-10,1,ICICIBANK,BUY,1,331.97,331.97,0,0,0,0.01,0,0,0.05,0,0.06,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-09-17,1,ICICIBANK,SELL,49,327.14,16029.86,0,0.00,16.33,0.49,0.02,0.10,0.00,15.34,32.28,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-09-17,2,SUNPHARMA,SELL,1,660.67,660.67,0,0.00,0.67,0.02,0.00,0.00,0.00,15.34,16.03,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-09-17,3,INFY,BUY,22,735.37,16178.14,0,16.00,0.00,0.50,0.01,0.09,2.43,0.00,19.03,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-09-24,1,AXISBANK,BUY,2,599.90,1199.80,0,1.00,0,0.04,0,0.01,0.18,0,1.23,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-01,1,INFY,SELL,22,737.13,16216.86,0,0.00,16.00,0.50,0.02,0.09,0.00,15.34,31.95,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-01,2,TCS,BUY,7,2192.00,15344.00,0,15.37,0.00,0.47,0.01,0.09,2.31,0.00,18.25,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-01,3,SUNPHARMA,BUY,1,624.31,624.31,0,0.63,0.00,0.02,0.00,0.00,0.09,0.00,0.74,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-08,1,SUNPHARMA,SELL,26,591.70,15384.20,0,0.00,15.00,0.47,0.02,0.09,0.00,15.34,30.92,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-08,2,HCLTECH,BUY,28,535.27,14987.56,0,15.00,0.00,0.46,0.01,0.08,2.25,0.00,17.80,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-15,1,HCLTECH,SELL,28,489.76,13713.28,0,0.00,13.77,0.41,0.01,0.09,0.00,15.34,29.62,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-15,2,TCS,SELL,7,1939.03,13573.21,0,0.00,13.64,0.42,0.01,0.08,0.00,15.34,29.49,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-15,3,AXISBANK,SELL,1,584.71,584.71,0,0.00,0.59,0.02,0.00,0.00,0.00,15.34,15.95,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-15,4,ICICIBANK,BUY,46,317.06,14584.76,0,14.51,0.00,0.45,0.02,0.08,2.19,0.00,17.25,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-15,5,TECHM,BUY,21,693.85,14570.85,0,14.49,0.00,0.45,0.02,0.08,2.18,0.00,17.22,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-22,1,ICICIBANK,SELL,1,320.04,320.04,0,0,0,0.01,0,0,0,15.34,15.35,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-29,1,ICICIBANK,SELL,1,328.84,328.84,0,0,0,0.01,0,0,0,15.34,15.35,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-11-05,1,ICICIBANK,SELL,6,350.82,2104.92,0,0,2.22,0.07,0.01,0.01,0,15.34,17.65,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-11-05,2,AXISBANK,SELL,5,628.59,3142.95,0,0,3.32,0.09,0.00,0.02,0,15.34,18.77,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-11-05,3,TECHM,SELL,2,691.65,1383.30,0,0,1.46,0.04,0.00,0.01,0,15.34,16.85,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-11-12,1,AXISBANK,SELL,21,612.24,12857.04,0,0.00,12.65,0.40,0.02,0.08,0.00,15.34,28.49,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-11-12,2,ICICIBANK,SELL,1,355.82,355.82,0,0.00,0.35,0.01,0.00,0.00,0.00,15.34,15.70,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-11-12,3,HINDALCO,BUY,55,238.52,13118.60,0,13.00,0.00,0.40,0.01,0.07,1.97,0.00,15.45,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-11-19,1,ICICIBANK,SELL,1,368.12,368.12,0,0,0.34,0.01,0,0.00,0.00,15.34,15.69,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-11-19,2,TECHM,SELL,1,729.64,729.64,0,0,0.66,0.02,0,0.01,0.00,15.34,16.03,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-11-19,3,HINDALCO,BUY,1,231.22,231.22,0,0,0.00,0.01,0,0.00,0.03,0.00,0.04,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-11-26,1,HINDALCO,SELL,56,218.99,12263.44,0,0.00,12.63,0.38,0.01,0.07,0.00,15.34,28.43,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-11-26,2,ICICIBANK,SELL,1,354.57,354.57,0,0.00,0.37,0.01,0.00,0.00,0.00,15.34,15.72,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-11-26,3,LT,BUY,8,1410.91,11287.28,0,11.00,0.00,0.34,0.01,0.07,1.69,0.00,13.11,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-12-03,1,TECHM,SELL,18,706.45,12716.10,0,0.00,13.00,0.39,0.01,0.07,0.00,15.34,28.81,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-12-03,2,TITAN,BUY,13,933.02,12129.26,0,12.00,0.00,0.37,0.01,0.07,1.82,0.00,14.27,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-12-10,1,ICICIBANK,BUY,1,346.67,346.67,0,0.40,0,0.01,0,0.00,0.05,0,0.46,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-12-10,2,LT,BUY,1,1375.39,1375.39,0,1.60,0,0.04,0,0.01,0.21,0,1.86,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-12-24,1,ICICIBANK,SELL,1,353.22,353.22,0,0,0,0.01,0,0,0,15.34,15.35,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-01-07,1,LT,SELL,9,1396.30,12566.70,0,0.00,12.63,0.39,0.02,0.08,0.00,15.34,28.46,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-01-07,2,ICICIBANK,SELL,1,367.32,367.32,0,0.00,0.37,0.01,0.00,0.00,0.00,15.34,15.72,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-01-07,3,BPCL,BUY,69,180.09,12426.21,0,12.00,0.00,0.38,0.01,0.07,1.86,0.00,14.32,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-01-14,1,ICICIBANK,SELL,1,378.51,378.51,0,0.00,0,0.01,0,0.00,0.00,15.34,15.35,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-01-14,2,BPCL,BUY,4,169.53,678.12,0,1.00,0,0.02,0,0.01,0.10,0.00,1.13,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-01-21,1,ICICIBANK,SELL,33,372.81,12302.73,0,0.00,11.83,0.37,0.01,0.07,0.00,15.34,27.62,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-01-21,2,BPCL,SELL,1,175.46,175.46,0,0.00,0.17,0.01,0.00,0.00,0.00,15.34,15.52,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-01-21,3,BAJAJFINSV,BUY,20,625.70,12514.00,0,13.00,0.00,0.39,0.01,0.07,1.88,0.00,15.35,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-02-04,1,BAJAJFINSV,SELL,20,610.78,12215.60,0,0.00,12.00,0.37,0.01,0.07,0.00,15.34,27.79,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-02-04,2,ASIANPAINT,BUY,8,1444.72,11557.76,0,11.83,0.00,0.36,0.01,0.07,1.73,0.00,14.00,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-02-04,3,BPCL,BUY,1,170.09,170.09,0,0.17,0.00,0.01,0.00,0.00,0.03,0.00,0.21,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-02-11,1,ASIANPAINT,SELL,8,1447.18,11577.44,0,0.00,11.68,0.36,0.02,0.06,0.00,15.34,27.46,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-02-11,2,BPCL,SELL,73,166.42,12148.66,0,0.00,12.25,0.37,0.01,0.07,0.00,15.34,28.04,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-02-11,3,TITAN,SELL,1,1058.47,1058.47,0,0.00,1.07,0.03,0.00,0.01,0.00,15.34,16.45,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-02-11,4,AXISBANK,BUY,17,720.26,12244.42,0,12.48,0.00,0.37,0.01,0.07,1.84,0.00,14.77,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-02-11,5,INFY,BUY,16,767.28,12276.48,0,12.52,0.00,0.38,0.01,0.07,1.84,0.00,14.82,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-02-25,1,INFY,BUY,1,735.92,735.92,0,1.00,0,0.02,0,0,0.11,0,1.13,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-03-11,1,INFY,SELL,17,712.94,12119.98,0,0.00,12.00,0.37,0.01,0.07,0.00,15.34,27.79,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-03-11,2,TECHM,BUY,15,812.41,12186.15,0,12.00,0.00,0.38,0.01,0.07,1.83,0.00,14.29,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-03-25,1,TECHM,BUY,1,792.40,792.40,0,1.00,0,0.02,0,0,0.12,0,1.14,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-04-01,1,TECHM,SELL,16,782.46,12519.36,0,0.00,13.00,0.39,0.01,0.07,0.00,15.34,28.81,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-04-01,2,HCLTECH,BUY,24,545.27,13086.48,0,13.00,0.00,0.40,0.02,0.08,1.96,0.00,15.46,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-04-15,1,HCLTECH,BUY,1,544.77,544.77,0,0.42,0,0.02,0,0.00,0.08,0,0.52,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-04-15,2,AXISBANK,BUY,1,764.38,764.38,0,0.58,0,0.02,0,0.01,0.12,0,0.73,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-04-30,1,AXISBANK,BUY,1,760.33,760.33,0,1.00,0,0.02,0,0,0.11,0,1.13,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-06,1,AXISBANK,SELL,19,745.63,14166.97,0,0.00,14.00,0.43,0.02,0.08,0.00,15.34,29.87,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-06,2,JINDALSTEL,BUY,70,175.09,12256.30,0,12.00,0.00,0.38,0.01,0.07,1.84,0.00,14.30,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-13,1,HCLTECH,SELL,25,543.88,13597.00,0,0.00,13.55,0.42,0.01,0.08,0.00,15.34,29.40,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-13,2,TITAN,SELL,12,1124.74,13496.88,0,0.00,13.45,0.41,0.01,0.08,0.00,15.34,29.29,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-13,3,JINDALSTEL,BUY,34,162.83,5536.22,0,5.59,0.00,0.17,0.01,0.03,0.83,0.00,6.63,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-13,4,BAJAJFINSV,BUY,22,741.99,16323.78,0,16.48,0.00,0.50,0.02,0.09,2.45,0.00,19.54,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-13,5,KOTAKBANK,BUY,60,279.34,16760.40,0,16.93,0.00,0.52,0.02,0.10,2.51,0.00,20.08,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-20,1,JINDALSTEL,SELL,104,161.92,16839.68,0,0.00,16.99,0.52,0.02,0.10,0.00,15.34,32.97,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-20,2,BAJAJFINSV,SELL,1,805.20,805.20,0,0.00,0.81,0.02,0.00,0.00,0.00,15.34,16.17,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-20,3,KOTAKBANK,SELL,4,298.05,1192.20,0,0.00,1.20,0.04,0.00,0.01,0.00,15.34,16.59,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-20,4,SBIN,BUY,50,332.17,16608.50,0,17.00,0.00,0.51,0.02,0.09,2.49,0.00,20.11,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-27,1,KOTAKBANK,SELL,56,301.18,16866.08,0,0.00,16.47,0.53,0.02,0.10,0.00,15.34,32.46,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-27,2,SBIN,SELL,5,354.87,1774.35,0,0.00,1.73,0.05,0.00,0.01,0.00,15.34,17.13,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-27,3,BAJAJFINSV,SELL,1,814.59,814.59,0,0.00,0.80,0.02,0.00,0.00,0.00,15.34,16.16,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-27,4,BANKBARODA,BUY,115,137.37,15797.55,0,16.00,0.00,0.48,0.02,0.09,2.37,0.00,18.96,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-06-03,1,BANKBARODA,BUY,4,133.97,535.88,0,1.00,0,0.02,0,0,0.08,0,1.10,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-06-10,1,BANKBARODA,SELL,119,123.24,14665.56,0,0.00,14.66,0.45,0.02,0.09,0.00,15.34,30.56,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-06-10,2,BAJAJFINSV,SELL,2,825.59,1651.18,0,0.00,1.65,0.05,0.00,0.01,0.00,15.34,17.05,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-06-10,3,SBIN,SELL,2,345.83,691.66,0,0.00,0.69,0.02,0.00,0.00,0.00,15.34,16.05,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-06-10,4,KOTAKBANK,BUY,49,300.81,14739.69,0,15.00,0.00,0.45,0.01,0.08,2.21,0.00,17.75,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-06-17,1,KOTAKBANK,BUY,1,295.75,295.75,0,0,0,0.01,0,0,0.04,0,0.05,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-07-01,1,KOTAKBANK,BUY,1,297.53,297.53,0,0,0,0.01,0,0,0.04,0,0.05,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-07-08,1,KOTAKBANK,BUY,1,302.83,302.83,0,0,0,0.01,0,0,0.05,0,0.06,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-07-15,1,BAJAJFINSV,SELL,18,774.68,13944.24,0,0.00,13.74,0.42,0.02,0.08,0.00,15.34,29.60,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-07-15,2,SBIN,SELL,5,363.92,1819.60,0,0.00,1.79,0.06,0.00,0.01,0.00,15.34,17.20,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-07-15,3,KOTAKBANK,SELL,5,297.65,1488.25,0,0.00,1.47,0.05,0.00,0.01,0.00,15.34,16.87,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-07-15,4,ICICIBANK,BUY,32,428.61,13715.52,0,14.00,0.00,0.42,0.01,0.08,2.06,0.00,16.57,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-07-22,1,ICICIBANK,SELL,32,409.55,13105.60,0,0.00,13.39,0.40,0.02,0.08,0.00,15.34,29.23,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-07-22,2,KOTAKBANK,SELL,2,298.45,596.90,0,0.00,0.61,0.02,0.00,0.00,0.00,15.34,15.97,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-07-22,3,INFY,BUY,16,786.34,12581.44,0,13.00,0.00,0.39,0.01,0.07,1.89,0.00,15.36,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-07-29,1,KOTAKBANK,SELL,1,302.60,302.60,0,0,0,0.01,0,0,0,15.34,15.35,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-08-05,1,KOTAKBANK,SELL,1,298.85,298.85,0,0.00,0,0.01,0,0.00,0.00,15.34,15.35,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-08-05,2,SBIN,BUY,4,298.60,1194.40,0,1.00,0,0.04,0,0.01,0.18,0.00,1.23,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
